arm,seed,trait,founderMean,finalMean,delta,finalPatches,finalPopulation,realizedGrazingPressure,highestPlantGeneration
moistureGradient,46,Dispersal,0.4519144246975581,0.5036542506321616,0.05173982593460352,23,48,0.004751646425575018,17
moistureGradient,46,MoistureTolerance,0.5085441023111343,0.4715613074924635,-0.03698279481867084,23,48,0.004751646425575018,17
moistureGradient,46,TemperatureTolerance,0.5743086437384287,0.6797957472179247,0.10548710347949597,23,48,0.004751646425575018,17
moistureGradient,47,Growth,0.5235643088817596,0.5901525045434634,0.06658819566170371,24,48,0.004996627569198608,15
moistureGradient,47,SeedInvestment,0.4808685580889384,0.636893001695474,0.1560244436065356,24,48,0.004996627569198608,15
moistureGradient,47,WaterEfficiency,0.5385241905848185,0.5524870989223322,0.01396290833751368,24,48,0.004996627569198608,15
moistureGradient,47,Nutrition,0.6897115012009939,0.49458735808730125,-0.19512414311369264,24,48,0.004996627569198608,15
moistureGradient,47,Defense,0.323820320268472,0.2502215538794796,-0.07359876638899243,24,48,0.004996627569198608,15
moistureGradient,47,Dispersal,0.5085942248503367,0.7056575218836466,0.19706329703330994,24,48,0.004996627569198608,15
moistureGradient,47,MoistureTolerance,0.46181326111157733,0.5294978997359673,0.06768463862438995,24,48,0.004996627569198608,15
moistureGradient,47,TemperatureTolerance,0.482183833916982,0.5133963413536549,0.031212507436672865,24,48,0.004996627569198608,15
moistureGradient,48,Growth,0.5002610385417938,0.40088232403451746,-0.09937871450727637,22,48,0.0045776283368468285,14
moistureGradient,48,SeedInvestment,0.47437067329883575,0.4473556913435459,-0.02701498195528984,22,48,0.0045776283368468285,14
moistureGradient,48,WaterEfficiency,0.531796952088674,0.6238570999015461,0.0920601478128722,22,48,0.0045776283368468285,14
moistureGradient,48,Nutrition,0.6243833899497986,0.6655778031457554,0.04119441319595685,22,48,0.0045776283368468285,14
moistureGradient,48,Defense,0.200802115102609,0.20710830153389412,0.00630618643128511,22,48,0.0045776283368468285,14
moistureGradient,48,Dispersal,0.5186674694220225,0.6018226390535181,0.0831551696314956,22,48,0.0045776283368468285,14
moistureGradient,48,MoistureTolerance,0.4837342252333959,0.5820220776579597,0.09828785242456378,22,48,0.0045776283368468285,14
moistureGradient,48,TemperatureTolerance,0.5000035266081492,0.5696833391081203,0.06967981249997113,22,48,0.0045776283368468285,14
moistureGradient,49,Growth,0.5194987505674362,0.531607395928839,0.01210864536140277,23,48,0.004622531123459339,17
moistureGradient,49,SeedInvestment,0.5149066348870596,0.5087895263796267,-0.006117108507432856,23,48,0.004622531123459339,17
moistureGradient,49,WaterEfficiency,0.503523459037145,0.5601582514203113,0.056634792383166266,23,48,0.004622531123459339,17
moistureGradient,49,Nutrition,0.6684896548589071,0.6513187107832535,-0.01717094407565356,23,48,0.004622531123459339,17
moistureGradient,49,Defense,0.2712097764015198,0.24947285263434701,-0.02173692376717276,23,48,0.004622531123459339,17
moistureGradient,49,Dispersal,0.4794481595357259,0.6320897418519725,0.15264158231624664,23,48,0.004622531123459339,17
moistureGradient,49,MoistureTolerance,0.5193162014087042,0.49678743792616803,-0.02252876348253613,23,48,0.004622531123459339,17
moistureGradient,49,TemperatureTolerance,0.49495034913221997,0.5024450706399005,0.007494721507680546,23,48,0.004622531123459339,17
moistureGradient,50,Growth,0.5159216771523157,0.5333805506428083,0.017458873490492577,24,48,0.004293203353881836,14
moistureGradient,50,SeedInvestment,0.5417802681525549,0.5961959064006805,0.054415638248125675,24,48,0.004293203353881836,14
moistureGradient,50,WaterEfficiency,0.5612754921118418,0.5467607229948044,-0.014514769117037418,24,48,0.004293203353881836,14
moistureGradient,50,Nutrition,0.6638388236363729,0.7337896823883057,0.06995085875193274,24,48,0.004293203353881836,14
moistureGradient,50,Defense,0.28224807729323703,0.3033014389996727,0.02105336170643568,24,48,0.004293203353881836,14
moistureGradient,50,Dispersal,0.5786590973536173,0.6366828307509422,0.05802373339732492,24,48,0.004293203353881836,14
moistureGradient,50,MoistureTolerance,0.5234954506158829,0.4183184616267681,-0.10517698898911476,24,48,0.004293203353881836,14
moistureGradient,50,TemperatureTolerance,0.5186219265063604,0.548626915862163,0.030004989355802536,24,48,0.004293203353881836,14
moistureGradient,51,Growth,0.5311925609906515,0.4122571796178818,-0.11893538137276971,24,48,0.004725681617856026,13
moistureGradient,51,SeedInvestment,0.4825111875931422,0.5132227937380472,0.030711606144905035,24,48,0.004725681617856026,13
moistureGradient,51,WaterEfficiency,0.49980684121449787,0.43512380744020146,-0.0646830337742964,24,48,0.004725681617856026,13
moistureGradient,51,Nutrition,0.6070221563180288,0.5426061637699604,-0.0644159925480684,24,48,0.004725681617856026,13
moistureGradient,51,Defense,0.34412000328302383,0.19295323422799507,-0.15116676905502877,24,48,0.004725681617856026,13
moistureGradient,51,Dispersal,0.5328736106554667,0.650963249305884,0.11808963865041733,24,48,0.004725681617856026,13
moistureGradient,51,MoistureTolerance,0.5800197869539261,0.558143270512422,-0.021876516441504124,24,48,0.004725681617856026,13
moistureGradient,51,TemperatureTolerance,0.48991792897383374,0.5007947087287903,0.010876779754956545,24,48,0.004725681617856026,13
moistureGradient,52,Growth,0.5216406335433325,0.3484976861787879,-0.17314294736454455,23,48,0.003610086627304554,14
moistureGradient,52,SeedInvestment,0.5035693198442459,0.6239793378373851,0.12041001799313922,23,48,0.003610086627304554,14
moistureGradient,52,WaterEfficiency,0.5158680478731791,0.5812321992024131,0.06536415132923401,23,48,0.003610086627304554,14
moistureGradient,52,Nutrition,0.7550185024738312,0.8247226087943368,0.06970410632050561,23,48,0.003610086627304554,14
moistureGradient,52,Defense,0.25718653450409573,0.21875117541007374,-0.03843535909402199,23,48,0.003610086627304554,14
moistureGradient,52,Dispersal,0.49244867265224457,0.602752042853314,0.1103033702010694,23,48,0.003610086627304554,14
moistureGradient,52,MoistureTolerance,0.48667554060618085,0.4055453746215157,-0.08113016598466516,23,48,0.003610086627304554,14
moistureGradient,52,TemperatureTolerance,0.5404112090667089,0.5493108915246051,0.008899682457896185,23,48,0.003610086627304554,14
moistureGradient,53,Growth,0.5477628260850906,0.6116161129691384,0.06385328688404779,22,48,0.004119077231734991,16
moistureGradient,53,SeedInvestment,0.4893249620993932,0.5753486400300806,0.08602367793068738,22,48,0.004119077231734991,16
moistureGradient,53,WaterEfficiency,0.5429986715316772,0.48438492688265716,-0.05861374464902008,22,48,0.004119077231734991,16
moistureGradient,53,Nutrition,0.6920696298281351,0.578347004272721,-0.11372262555541413,22,48,0.004119077231734991,16
moistureGradient,53,Defense,0.3414008046189944,0.21972589872100137,-0.12167490589799304,22,48,0.004119077231734991,16
moistureGradient,53,Dispersal,0.48055168986320496,0.6748879199678247,0.19433623010461976,22,48,0.004119077231734991,16
moistureGradient,53,MoistureTolerance,0.48202695449193317,0.4868019033562053,0.004774948864272155,22,48,0.004119077231734991,16
moistureGradient,53,TemperatureTolerance,0.5057974805434545,0.5184034434231845,0.012605962879729926,22,48,0.004119077231734991,16
moistureGradient,54,Growth,0.4843407521645228,0.43786344801386196,-0.04647730415066087,24,48,0.005305035039782524,17
moistureGradient,54,SeedInvestment,0.5211185763279597,0.6938647975524267,0.17274622122446703,24,48,0.005305035039782524,17
moistureGradient,54,WaterEfficiency,0.48128066460291546,0.35173673927783966,-0.1295439253250758,24,48,0.005305035039782524,17
moistureGradient,54,Nutrition,0.6479870279630026,0.4791449084877968,-0.16884211947520578,24,48,0.005305035039782524,17
moistureGradient,54,Defense,0.34508634110291797,0.3607190152009328,0.01563267409801483,24,48,0.005305035039782524,17
moistureGradient,54,Dispersal,0.5287794470787048,0.5892117097973824,0.06043226271867752,24,48,0.005305035039782524,17
moistureGradient,54,MoistureTolerance,0.453908105691274,0.30013489599029225,-0.15377320970098174,24,48,0.005305035039782524,17
moistureGradient,54,TemperatureTolerance,0.5000452846288681,0.3627045427759488,-0.13734074185291928,24,48,0.005305035039782524,17
moistureGradient,55,Growth,0.5803723086913427,0.5544863864779472,-0.025885922213395474,24,48,0.004774699918925762,13
moistureGradient,55,SeedInvestment,0.45556744933128357,0.5386993711193403,0.08313192178805673,24,48,0.004774699918925762,13
moistureGradient,55,WaterEfficiency,0.5182146926720937,0.4647840273876985,-0.05343066528439527,24,48,0.004774699918925762,13
moistureGradient,55,Nutrition,0.634387324253718,0.5873468493421873,-0.04704047491153074,24,48,0.004774699918925762,13
moistureGradient,55,Defense,0.3270706882079442,0.3179310367753108,-0.0091396514326334,24,48,0.004774699918925762,13
moistureGradient,55,Dispersal,0.5108016679684321,0.6574086397886276,0.14660697182019555,24,48,0.004774699918925762,13
moistureGradient,55,MoistureTolerance,0.49213338394959766,0.5294091353813807,0.03727575143178302,24,48,0.004774699918925762,13
moistureGradient,55,TemperatureTolerance,0.553071528673172,0.35602967627346516,-0.19704185239970684,24,48,0.004774699918925762,13
moistureGradient,56,Growth,0.49599801003932953,0.41297127093587604,-0.08302673910345348,21,48,0.005413361359387636,12
moistureGradient,56,SeedInvestment,0.47165149450302124,0.4466855029265086,-0.024965991576512636,21,48,0.005413361359387636,12
moistureGradient,56,WaterEfficiency,0.4986182649930318,0.5395284011250451,0.040910136132013275,21,48,0.005413361359387636,12
moistureGradient,56,Nutrition,0.6715611517429352,0.7429759701093038,0.07141481836636865,21,48,0.005413361359387636,12
moistureGradient,56,Defense,0.33913378169139224,0.28512435370967504,-0.054009427981717206,21,48,0.005413361359387636,12
moistureGradient,56,Dispersal,0.4519950846831004,0.576023633990969,0.12402854930786861,21,48,0.005413361359387636,12
moistureGradient,56,MoistureTolerance,0.4551608165105184,0.49505018904095605,0.03988937253043767,21,48,0.005413361359387636,12
moistureGradient,56,TemperatureTolerance,0.4317666292190552,0.40299565593401593,-0.028770973285039247,21,48,0.005413361359387636,12
moistureGradient,57,Growth,0.6120755672454834,0.589642641445001,-0.022432925800482395,24,48,0.004929801449179649,16
moistureGradient,57,SeedInvestment,0.5059531132380167,0.5323680937290192,0.026414980491002438,24,48,0.004929801449179649,16
moistureGradient,57,WaterEfficiency,0.5445933192968369,0.724531556169192,0.1799382368723551,24,48,0.004929801449179649,16
moistureGradient,57,Nutrition,0.6121322711308798,0.5879282789925734,-0.024203992138306374,24,48,0.004929801449179649,16
moistureGradient,57,Defense,0.29861533890167874,0.20006892240295807,-0.09854641649872067,24,48,0.004929801449179649,16
moistureGradient,57,Dispersal,0.537511815627416,0.6191965490579605,0.0816847334305445,24,48,0.004929801449179649,16
moistureGradient,57,MoistureTolerance,0.47072137395540875,0.4652479241291682,-0.0054734498262405396,24,48,0.004929801449179649,16
moistureGradient,57,TemperatureTolerance,0.5055173834164938,0.4854244440793991,-0.020092939337094662,24,48,0.004929801449179649,16
moistureGradient,58,Growth,0.6179527839024862,0.5441000041636553,-0.07385277973883086,22,48,0.003926415462046862,15
moistureGradient,58,SeedInvestment,0.4842131783564885,0.530659716237675,0.04644653788118652,22,48,0.003926415462046862,15
moistureGradient,58,WaterEfficiency,0.4791141301393509,0.6089934354478662,0.12987930530851532,22,48,0.003926415462046862,15
moistureGradient,58,Nutrition,0.6840883692105612,0.7210319584066217,0.036943589196060556,22,48,0.003926415462046862,15
moistureGradient,58,Defense,0.3024758795897166,0.10632502973418344,-0.19615084985553316,22,48,0.003926415462046862,15
moistureGradient,58,Dispersal,0.43358521660168964,0.534605165774172,0.10101994917248242,22,48,0.003926415462046862,15
moistureGradient,58,MoistureTolerance,0.48812389373779297,0.29865284060890024,-0.18947105312889273,22,48,0.003926415462046862,15
moistureGradient,58,TemperatureTolerance,0.5265904118617376,0.4605985866351561,-0.06599182522658148,22,48,0.003926415462046862,15
moistureGradient,59,Growth,0.5835880736509959,0.5396910128386124,-0.043897060812383426,23,48,0.004909096751362085,14
moistureGradient,59,SeedInvestment,0.46275757253170013,0.5214086084262185,0.058651035894518366,23,48,0.004909096751362085,14
moistureGradient,59,WaterEfficiency,0.44489985704421997,0.4689562061558599,0.024056349111639952,23,48,0.004909096751362085,14
moistureGradient,59,Nutrition,0.5661073923110962,0.6698373763457589,0.10372998403466271,23,48,0.004909096751362085,14
moistureGradient,59,Defense,0.2727079788843791,0.19923103390180547,-0.07347694498257362,23,48,0.004909096751362085,14
moistureGradient,59,Dispersal,0.5087796996037165,0.3828007442795712,-0.12597895532414527,23,48,0.004909096751362085,14
moistureGradient,59,MoistureTolerance,0.48890436192353565,0.4301443903342537,-0.05875997158928192,23,48,0.004909096751362085,14
moistureGradient,59,TemperatureTolerance,0.5069554299116135,0.39621933905974677,-0.1107360908518667,23,48,0.004909096751362085,14
moistureGradient,60,Growth,0.5008256584405899,0.5156301881956018,0.014804529755011897,23,48,0.005139252170920372,15
moistureGradient,60,SeedInvestment,0.5202467938264211,0.4940633378599001,-0.026183455966521052,23,48,0.005139252170920372,15
moistureGradient,60,WaterEfficiency,0.4939185231924057,0.5930709281693334,0.09915240497692768,23,48,0.005139252170920372,15
moistureGradient,60,Nutrition,0.6340667208035787,0.620949167272319,-0.013117553531259762,23,48,0.005139252170920372,15
moistureGradient,60,Defense,0.29429655770460766,0.22774445686651312,-0.06655210083809454,23,48,0.005139252170920372,15
moistureGradient,60,Dispersal,0.5241002837816874,0.5365167078764542,0.012416424094766843,23,48,0.005139252170920372,15
moistureGradient,60,MoistureTolerance,0.4888168027003606,0.4038227854863457,-0.0849940172140149,23,48,0.005139252170920372,15
moistureGradient,60,TemperatureTolerance,0.5148267447948456,0.5854731811129529,0.0706464363181073,23,48,0.005139252170920372,15
moistureGradient,61,Growth,0.6000535587469736,0.6170943262784377,0.017040767531464107,23,48,0.004532565828412771,17
moistureGradient,61,SeedInvestment,0.4957531789938609,0.46072013935317163,-0.03503303964068927,23,48,0.004532565828412771,17
moistureGradient,61,WaterEfficiency,0.498370423913002,0.5413170081117878,0.04294658419878583,23,48,0.004532565828412771,17
moistureGradient,61,Nutrition,0.7209011713663737,0.6663530546685924,-0.05454811669778126,23,48,0.004532565828412771,17
moistureGradient,61,Defense,0.2921445816755295,0.28808801329654193,-0.004056568378987546,23,48,0.004532565828412771,17
moistureGradient,61,Dispersal,0.49910877645015717,0.4935829263666402,-0.00552585008351697,23,48,0.004532565828412771,17
moistureGradient,61,MoistureTolerance,0.5318743288516998,0.6029545483381852,0.07108021948648535,23,48,0.004532565828412771,17
moistureGradient,61,TemperatureTolerance,0.5232750177383423,0.4115606507529383,-0.11171436698540399,23,48,0.004532565828412771,17
moistureGradient,62,Growth,0.5710297673940659,0.48199572640916577,-0.08903404098490009,23,48,0.005183354020118713,14
moistureGradient,62,SeedInvestment,0.5286893745263418,0.5443522800569949,0.015662905530653082,23,48,0.005183354020118713,14
moistureGradient,62,WaterEfficiency,0.5156493236621221,0.7046264410018921,0.18897711733976996,23,48,0.005183354020118713,14
moistureGradient,62,Nutrition,0.6810433665911356,0.5838346507238306,-0.09720871586730506,23,48,0.005183354020118713,14
moistureGradient,62,Defense,0.3342554072539012,0.2068074228970901,-0.1274479843568111,23,48,0.005183354020118713,14
moistureGradient,62,Dispersal,0.5257909148931503,0.6287350421366484,0.10294412724349811,23,48,0.005183354020118713,14
moistureGradient,62,MoistureTolerance,0.489370862642924,0.47564887352611707,-0.013721989116806943,23,48,0.005183354020118713,14
moistureGradient,62,TemperatureTolerance,0.4925347516934077,0.45261165240536566,-0.03992309928804205,23,48,0.005183354020118713,14
moistureGradient,63,Growth,0.4679800420999527,0.5716817625190901,0.10370172041913739,23,48,0.0046087587252259254,15
moistureGradient,63,SeedInvestment,0.48821863532066345,0.5708669851655546,0.08264834984489111,23,48,0.0046087587252259254,15
moistureGradient,63,WaterEfficiency,0.49186287820339203,0.3713263655486314,-0.12053651265476062,23,48,0.0046087587252259254,15
moistureGradient,63,Nutrition,0.6936752100785574,0.6611531039942866,-0.03252210608427075,23,48,0.0046087587252259254,15
moistureGradient,63,Defense,0.28691330055395764,0.31506932656402176,0.028156026010064117,23,48,0.0046087587252259254,15
moistureGradient,63,Dispersal,0.4956198086341222,0.6737240475157033,0.17810423888158106,23,48,0.0046087587252259254,15
moistureGradient,63,MoistureTolerance,0.473141943415006,0.42043409658514935,-0.05270784682985663,23,48,0.0046087587252259254,15
moistureGradient,63,TemperatureTolerance,0.532282551129659,0.549732866494552,0.017450315364892943,23,48,0.0046087587252259254,15
moistureGradient,64,Growth,0.5734418829282125,0.5876126252114773,0.014170742283264759,24,47,0.004615315701812506,19
moistureGradient,64,SeedInvestment,0.5221303552389145,0.5652411008874575,0.043110745648543,24,47,0.004615315701812506,19
moistureGradient,64,WaterEfficiency,0.46861715614795685,0.5577470051745573,0.08912984902660048,24,47,0.004615315701812506,19
moistureGradient,64,Nutrition,0.6824938952922821,0.8025617748498917,0.12006787955760956,24,47,0.004615315701812506,19
moistureGradient,64,Defense,0.2774268314242363,0.3568092292795579,0.07938239785532158,24,47,0.004615315701812506,19
moistureGradient,64,Dispersal,0.5423090805610021,0.7060207600394884,0.1637116794784863,24,47,0.004615315701812506,19
moistureGradient,64,MoistureTolerance,0.4705471346775691,0.3845190741121769,-0.0860280605653922,24,47,0.004615315701812506,19
moistureGradient,64,TemperatureTolerance,0.4751756290594737,0.671128669132789,0.19595304007331532,24,47,0.004615315701812506,19
moistureGradient,65,Growth,0.5862878163655599,0.6921942694620653,0.10590645309650537,22,48,0.004554461687803268,19
moistureGradient,65,SeedInvestment,0.47539688150087994,0.40496039390563965,-0.0704364875952403,22,48,0.004554461687803268,19
moistureGradient,65,WaterEfficiency,0.5294587562481562,0.40472382036122406,-0.12473493588693213,22,48,0.004554461687803268,19
moistureGradient,65,Nutrition,0.6179328163464864,0.4131811708211899,-0.20475164552529657,22,48,0.004554461687803268,19
moistureGradient,65,Defense,0.33468235780795413,0.36886578662828967,0.03418342882033554,22,48,0.004554461687803268,19
moistureGradient,65,Dispersal,0.5407522718111674,0.6885474595156583,0.14779518770449096,22,48,0.004554461687803268,19
moistureGradient,65,MoistureTolerance,0.517707367738088,0.6681184375827963,0.1504110698447083,22,48,0.004554461687803268,19
moistureGradient,65,TemperatureTolerance,0.43831591308116913,0.4564669145779176,0.018151001496748476,22,48,0.004554461687803268,19
moistureGradient,66,Growth,0.506724034746488,0.3993402810200401,-0.10738375372644787,23,48,0.004496236797422171,12
moistureGradient,66,SeedInvestment,0.5466973036527634,0.5269514788752017,-0.019745824777561705,23,48,0.004496236797422171,12
moistureGradient,66,WaterEfficiency,0.47247764468193054,0.5102873431599658,0.03780969847803528,23,48,0.004496236797422171,12
moistureGradient,66,Nutrition,0.6180316706498464,0.4868231454621191,-0.13120852518772735,23,48,0.004496236797422171,12
moistureGradient,66,Defense,0.30080702900886536,0.17237996407177136,-0.128427064937094,23,48,0.004496236797422171,12
moistureGradient,66,Dispersal,0.526447723309199,0.6508181717084802,0.12437044839928124,23,48,0.004496236797422171,12
moistureGradient,66,MoistureTolerance,0.5651336510976156,0.5250165112640547,-0.04011713983356091,23,48,0.004496236797422171,12
moistureGradient,66,TemperatureTolerance,0.5550563385089239,0.5260687548181285,-0.02898758369079535,23,48,0.004496236797422171,12
moistureGradient,67,Growth,0.5705729226271311,0.6012938212264668,0.03072089859933569,22,48,0.004435480572283268,15
moistureGradient,67,SeedInvestment,0.49446578820546466,0.6689325259490446,0.17446673774357996,22,48,0.004435480572283268,15
moistureGradient,67,WaterEfficiency,0.5280620704094569,0.5652310157364066,0.0371689453269497,22,48,0.004435480572283268,15
moistureGradient,67,Nutrition,0.649402896563212,0.727957390926101,0.07855449436288897,22,48,0.004435480572283268,15
moistureGradient,67,Defense,0.35050177325805026,0.27749309180812404,-0.07300868144992623,22,48,0.004435480572283268,15
moistureGradient,67,Dispersal,0.5144672294457754,0.5291474000974135,0.01468017065163807,22,48,0.004435480572283268,15
moistureGradient,67,MoistureTolerance,0.4756856362024943,0.4126125316728245,-0.0630731045296698,22,48,0.004435480572283268,15
moistureGradient,67,TemperatureTolerance,0.54029580950737,0.5562963512810793,0.016000541773709354,22,48,0.004435480572283268,15
moistureGradient,68,Growth,0.5313707689444224,0.469408947488536,-0.06196182145588636,23,48,0.004648013040423393,15
moistureGradient,68,SeedInvestment,0.4745074063539505,0.5071159108825352,0.03260850452858466,23,48,0.004648013040423393,15
moistureGradient,68,WaterEfficiency,0.5423395931720734,0.455227792263031,-0.08711180090904236,23,48,0.004648013040423393,15
moistureGradient,68,Nutrition,0.612225870291392,0.6380963351415552,0.0258704648501632,23,48,0.004648013040423393,15
moistureGradient,68,Defense,0.2883114715417226,0.224095665242361,-0.0642158062993616,23,48,0.004648013040423393,15
moistureGradient,68,Dispersal,0.5471719106038412,0.6366074059320532,0.08943549532821204,23,48,0.004648013040423393,15
moistureGradient,68,MoistureTolerance,0.4795289436976115,0.41923308890798816,-0.06029585478962335,23,48,0.004648013040423393,15
moistureGradient,68,TemperatureTolerance,0.49963997801144916,0.5286851538264233,0.029045175814974178,23,48,0.004648013040423393,15
moistureGradient,69,Growth,0.5140257477760315,0.5458351120352745,0.03180936425924297,20,48,0.005067938007414341,15
moistureGradient,69,SeedInvestment,0.476922149459521,0.6153785824775696,0.1384564330180486,20,48,0.005067938007414341,15
moistureGradient,69,WaterEfficiency,0.5643975536028544,0.5921472609043121,0.02774970730145776,20,48,0.005067938007414341,15
moistureGradient,69,Nutrition,0.7143939932187399,0.7476286500692367,0.03323465685049687,20,48,0.005067938007414341,15
moistureGradient,69,Defense,0.2482225721081098,0.2480194803327322,-0.0002030917753776118,20,48,0.005067938007414341,15
moistureGradient,69,Dispersal,0.526231070359548,0.5617104530334472,0.035479382673899273,20,48,0.005067938007414341,15
moistureGradient,69,MoistureTolerance,0.5063402106364568,0.5271009609103203,0.020760750273863482,20,48,0.005067938007414341,15
moistureGradient,69,TemperatureTolerance,0.45198796192804974,0.5462406352162361,0.09425267328818637,20,48,0.005067938007414341,15
moistureGradient,70,Growth,0.5406951059897741,0.46877720952033997,-0.07191789646943414,23,48,0.0052114492282271385,15
moistureGradient,70,SeedInvestment,0.515027736624082,0.5199860295523768,0.004958292928294861,23,48,0.0052114492282271385,15
moistureGradient,70,WaterEfficiency,0.5296117961406708,0.5082694149535635,-0.021342381187107295,23,48,0.0052114492282271385,15
moistureGradient,70,Nutrition,0.6805720428625742,0.6018751276576001,-0.07869691520497413,23,48,0.0052114492282271385,15
moistureGradient,70,Defense,0.32986708730459213,0.3532634131286455,0.023396325824053377,23,48,0.0052114492282271385,15
moistureGradient,70,Dispersal,0.49313749372959137,0.6393944983897002,0.14625700466010882,23,48,0.0052114492282271385,15
moistureGradient,70,MoistureTolerance,0.46647581954797107,0.35591503977775574,-0.11056077977021533,23,48,0.0052114492282271385,15
moistureGradient,70,TemperatureTolerance,0.4935421148935954,0.44654039455496747,-0.04700172033862793,23,48,0.0052114492282271385,15
moistureGradient,71,Growth,0.543703243136406,0.64822472225536,0.10452147911895404,22,48,0.004899380262941122,16
moistureGradient,71,SeedInvestment,0.4294773191213608,0.45040045949545776,0.020923140374096982,22,48,0.004899380262941122,16
moistureGradient,71,WaterEfficiency,0.5366860528786978,0.4183251451362263,-0.11836090774247143,22,48,0.004899380262941122,16
moistureGradient,71,Nutrition,0.6286695698897043,0.6591662967746909,0.030496726884986503,22,48,0.004899380262941122,16
moistureGradient,71,Defense,0.3538489093383153,0.4154657044193961,0.06161679508108081,22,48,0.004899380262941122,16
moistureGradient,71,Dispersal,0.4511783917744954,0.6283026229251515,0.17712423115065606,22,48,0.004899380262941122,16
